d;userID;ISBN;bookRating
29310;117251;044922323X;9
48673;104604;1583225366;7
15435;37311;006099486X;9
33319;60621;045120915X;8
29501;123867;156619024X;10
22221;149366;067173069X;5
28392;132173;1551660504;8
10519;54193;014028009X;7
21294;69697;067179356X;9
54951;81360;087477943X;8
35612;25351;1558539522;5
50438;59868;1591291186;7
13055;39087;067102535X;10
9605;133747;080410526X;8
26023;11601;031211933X;5
32915;50204;034536743X;8
22931;135149;044661078X;5
47603;51450;1402200129;10
17225;16713;038079487X;8
64984;135322;1878448927;3
13142;20983;1578562333;7
64863;135149;044021565X;6
56929;91931;1853260177;10
55758;94438;1565927095;10
18080;20254;031242227X;10
19942;30787;068480297X;7
20505;37902;034539044X;9
40244;51450;093194838X;10
1694;8253;014023313X;10
22816;152645;076790382X;8
29627;15945;189206118X;7
7504;36157;006109398X;7
1132;66878;1558743669;7
9762;141871;1551668122;6
60603;105536;080506821X;6
3233;20680;042516098X;6
19747;106225;1573221937;5
18305;16795;044651862X;6
25668;78901;1573228583;9
26681;48595;1566195268;8
37013;26751;1559702109;10
9707;147847;1551664496;5
31998;23872;1551665891;6
57019;92652;1856851273;5
40074;38781;037322639X;10
29677;92806;1585421065;7
35797;25601;1401300553;10
60670;106007;006092909X;10
13388;8067;038533656X;10
11537;110373;006101351X;9
58916;98391;1594141878;9
20155;138397;140004538X;10
65022;147764;1400031672;3
28458;35445;042518286X;4
58364;98391;031228960X;9
50353;59241;076530905X;7
60093;102359;089565685X;10
50259;58911;157815121X;8
31266;86965;1878424114;10
13404;82488;038533656X;6
58554;98391;078670943X;9
16120;126508;060980619X;6
19687;6251;1556701799;10
19342;95250;015602943X;8
57465;93483;089594314X;9
12819;100906;055321313X;10
30021;16599;1582972397;7
66129;145449;1589820061;8
30792;16795;069602585X;7
44735;107394;067003004X;8
55705;85656;037360078X;9
25751;11222;087113795X;9
45355;42162;1569314330;7
17228;18162;038079487X;7
1650;147839;044023722X;8
56193;128060;067972544X;10
13746;1652;1931561281;5
6849;29209;014025448X;6
58366;98391;031229056X;8
31477;71568;037322267X;3
25442;50132;157322930X;6
62607;117595;1886910863;8
42691;36554;067174271X;8
18145;117162;031242227X;8
46125;44788;034545040X;6
5791;46254;039914739X;5
8026;93629;038000772X;8
58498;98391;055380135X;9
52108;68383;1889893102;10
51165;79244;1561707201;9
23371;54206;1400060737;10
33927;21895;1858910684;7
20479;98120;034536676X;5
66786;150706;188521118X;6
23542;99347;155166951X;9
25972;28495;055337513X;9
49375;73923;1573229156;7
53193;72260;1930859546;10
7855;138543;034538475X;7
31332;105979;055325748X;2
44094;56856;076791032X;7
3944;28177;067976397X;6
7291;83666;051513287X;4
42234;35859;1564587290;8
54977;81492;031220583X;8
58928;98391;1594142157;10
54858;80684;1580050727;10
34429;23643;014200040X;10
61814;112559;157051674X;4
44306;38654;059044025X;7
15058;143163;1558744630;10
47606;114988;1402200129;8
27602;33580;1591822416;7
53131;71831;034538878X;8
60016;101851;1859677355;9
24848;83637;1575667274;8
38746;30276;037309793X;7
18246;4821;044023672X;5
52573;69627;1852423277;8
12180;133246;1400077826;6
15090;125203;1558746161;9
54395;78469;1587219085;10
51276;62662;1590600746;5
62190;114581;1741041546;10
34571;130893;038549422X;9
52957;70594;1550416723;10
34995;23872;3791313657;7
60382;104429;067167305X;8
58461;98391;044100945X;9
35049;81279;014038166X;7
12203;67627;006015781X;7
48558;132190;034541005X;8
59039;98391;1931742138;10
18420;97381;1550546007;6
1334;277203;2764104936;9
49004;55187;069109750X;10
31939;30273;037570731X;6
7405;98391;1551669021;8
28782;25981;034532532X;5
4915;99980;1888363576;7
22000;108101;006091565X;9
34989;23872;1853264334;5
64933;135265;082494092X;9
38663;30176;015202610X;8
24788;113904;051512558X;9
39114;30735;1881409287;9
50450;90657;067155302X;5
22807;127233;076790382X;10
34862;133747;1888173084;8
61013;108016;1586084534;10
45309;41841;1550547100;8
48941;55027;044100962X;5
42443;35859;1887368256;7
42712;46443;014050169X;8
33822;21576;1402705573;6
65064;136077;1557734860;9
22841;83428;1573229377;1
58596;98391;1410402010;10
24565;13552;051511054X;9
20181;6543;1565123352;9
2371;88733;042514755X;8
54127;76499;1551112493;10
64446;130554;014034537X;8
18309;25850;044651862X;9
19972;145641;067982412X;7
16886;26761;1573225517;8
158;32122;043935806X;10
38129;46892;031209423X;5
25796;11224;1400047714;5
29998;16538;006100278X;5
1620;135149;044023722X;8
45524;42887;1888451572;5
57336;107074;1881830381;8
2840;70594;1400031354;10
32369;20115;1559120177;8
51185;62009;1400031524;7
13957;127384;1551666189;7
38902;30531;1565700325;10
40350;107784;038070997X;5
6846;25410;014025448X;8
56079;87141;1565926609;8
23761;38273;067082982X;5
43754;37310;1577486455;8
57812;95010;1568842309;7
15364;109574;1573226106;7
10307;278449;1576904423;6
42355;125885;158017308X;5
5067;117861;1573221112;7
40532;48217;031286860X;10
12546;98723;1573229571;7
3601;104301;014038572X;10
21369;66878;038070952X;10
54273;77052;1551662132;7
40161;31826;1579540112;10
49517;102359;1558539875;10
10028;99955;1562470795;7
50583;60244;006058257X;8
26217;31624;067087485X;5
58887;98391;1594140790;8
28541;125039;006053821X;7
43665;76499;080784232X;10
3998;277657;1882943155;10
19116;88793;1400031362;10
63312;124449;184195425X;7
56362;93047;1555831184;8
43534;36836;1930652046;4
50210;58724;8478884955;8
23485;98391;1551666588;8
24366;94831;074322423X;8
63068;123349;1558491805;8
55375;83109;2253030228;10
12543;85757;1573229571;6
1878;144531;014029628X;8
40055;114368;067179938X;5
56766;90137;1850437351;7
62538;116897;1590790553;7
38267;143175;1558745645;8
32437;84897;1400033349;3
39856;109012;067988338X;10
64481;130847;1570823871;10
18787;5582;068483183X;9
20143;82381;060980877X;1
51345;62990;1880834588;10
58713;98391;1575668750;8
55789;92810;1551665735;8
2101;117251;006092988X;10
13430;44012;1860462995;6
63113;123608;059046020X;6
35307;144516;1860491022;7
34768;23768;1570827273;8
46243;66772;055356370X;10
2832;58342;1400031354;9
58392;98391;031286440X;10
39166;123056;1841952753;8
17793;133790;074322535X;4
6811;101874;1551669293;5
58616;98391;1551667088;8
26739;77383;068481465X;7
2624;31860;080410753X;8
65809;142524;1578150418;8
58384;98391;031231826X;10
18252;46909;044023672X;7
41660;131597;1551669161;4
41659;104334;1551669161;8
57887;95353;088179144X;10
58846;98391;1592798462;9
62732;119582;014025031X;5
17476;33862;006059537X;8
30091;81597;039913039X;9
54054;120093;080505085X;6
7350;27419;006091646X;9
55203;82407;1584651318;9
27239;12538;084233226X;10
9773;128122;1551668270;10
9566;85526;080410526X;8
8614;140358;044021145X;5
27860;104665;1551668076;6
28778;102016;034528223X;9
44213;38273;1566868939;7
25236;11179;1573222267;6
8602;133682;044021145X;5
51833;66764;1567611745;5
61819;112672;014118213X;9
13107;117132;051513399X;8
32337;19336;1578561256;10
31245;16795;1588250016;7
16880;8681;1573225517;10
44000;112559;1558535411;9
44784;40466;1580050115;5
56466;88314;1928568033;8
29196;15208;1562827545;7
55427;83428;1555832938;4
40629;144241;067177056X;7
31167;88767;1565121023;8
39318;38789;1573229334;8
11847;11601;1573225789;10
52246;80071;068480137X;8
44432;142256;055309503X;7
56066;87141;1565924908;7
31132;16795;1561707228;7
26457;67270;1575662892;5
36924;31826;068481353X;10
46519;46984;1580623336;10
52386;69078;8420602647;9
33643;93363;1881273156;8
57377;93363;089107810X;9
13552;1360;157566559X;7
9552;61427;080410526X;8
15850;56959;067166607X;10
39195;37950;081257639X;10
27335;92979;1557508275;6
65255;138097;1862042543;6
19841;68151;188712876X;7
2419;77526;043936213X;8
46966;48911;1577780205;9
51447;63956;156458528X;8
31488;16966;037370447X;6
56424;142639;069401639X;10
24289;48975;1551662779;7
45021;40943;055357065X;8
15367;124310;1573226106;8
45229;41646;1575662302;8
54202;76741;1568582137;5
28500;105517;006093056X;3
36401;26535;039914434X;5
12611;82653;039914563X;9
3007;93046;1400034779;8
6287;278162;059035342X;10
41738;78837;015601226X;5
2852;95173;1400031354;8
56700;143218;006051406X;8
12759;19664;1573229385;6
21385;16795;006001203X;8
60869;140629;2010054903;10
17866;4385;037319692X;10
11893;98207;1573225789;5
59711;138777;1582431337;8
60971;107784;1558171673;5
55994;87141;079248424X;8
61922;113364;074320011X;9
55524;84111;2277220620;5
57502;93869;088070859X;7
37731;148863;006008166X;7
15068;11924;1558746161;3
20187;139634;1567312292;5
9427;47860;067187098X;10
24111;70594;1592400876;8
8532;96320;044021145X;10
55593;85043;188845122X;7
58022;95932;1892391031;8
43139;95359;1400032016;7
43783;37426;1551665573;7
49729;56856;094045050X;8
37862;98391;1575668092;9
62612;117700;1563054345;9
7748;81386;034538184X;8
3999;277662;051510566X;5
54274;77052;1559278226;7
42312;35859;1574713345;4
8609;137151;044021145X;7
41460;61842;080504695X;9
30336;108763;1551666103;6
30885;129358;1551665182;5
44324;38674;013234873X;9
29420;113519;1573221503;10
53153;71853;068485533X;3
12465;94951;1563899388;10
46365;46173;1557132720;5
37602;28379;031409900X;8
41467;148258;1550378147;9
39385;98391;1551667231;10
63302;124322;4770019513;8
17493;67547;1400032806;7
35060;61296;038531695X;10
9543;53430;080410526X;1
60097;102359;1558580093;10
25752;13273;087113795X;8
18077;16795;031242227X;9
53534;74189;1569312036;10
61154;109176;002034080X;7
32978;67358;1560760699;9
19601;114368;082177512X;5
12953;882;039607412X;10
54194;76628;1582291004;10
54307;77383;1579541976;8
21825;128332;078681859X;8
31211;16795;1573225835;8
60749;106632;080521089X;10
45212;41523;1558746862;10
61269;110076;2211082084;7
39349;31040;1879102056;5
49011;67337;092927959X;10
16909;115700;1573225517;8
11008;17742;039575514X;8
23741;78496;042511984X;8
21203;151749;081120457X;7
58510;98391;074342798X;10
5081;277982;1853260282;5
45332;42093;014008505X;10
12286;103336;067972768X;9
46941;48494;1840651725;10
53791;75781;1551100967;10
54133;76499;1555876269;10
1887;4574;038550926X;5
18014;41781;034540761X;9
33170;131147;076111937X;10
36823;145641;1570641943;7
48084;52199;1878338021;8
15430;25409;006099486X;9
14335;13552;038081479X;9
47205;98391;1575666774;9
32354;114629;1578563941;7
23800;15408;1570621608;9
15404;85409;1580083412;8
65833;142671;1578563968;9
46219;45107;1878542796;5
46524;47050;1401022995;5
1647;146113;044023722X;7
62076;113983;1884731112;10
48901;54898;1580632122;10
20947;26621;1573229725;8
58111;96448;1567315437;7
12218;8454;015600710X;7
21997;88686;006091565X;5
43957;124078;034542204X;7
41463;133811;080504695X;9
47277;50165;158542031X;8
58489;98391;051513063X;9
60557;105374;1575666618;9
50896;60319;1576600750;10
18919;87403;055337933X;8
4581;130049;1558744606;8
33270;21014;014200006X;6
38299;29370;1878685589;8
44741;40316;1881273075;9
56839;91258;1559210400;6
6912;109276;014025448X;5
63450;125203;2266110098;7
22713;131904;039914840X;7
40141;31826;1562823779;10
9757;86302;1551668122;8
25275;10315;083611714X;8
61029;108228;015145745X;5
62291;115003;1569751714;8
1637;141710;044023722X;7
49835;56959;096153530X;10
59879;143175;1552042065;7
10489;20351;014028009X;8
11803;111133;068484267X;10
62420;115953;1856979873;10
54825;117159;067973452X;10
24790;114365;051512558X;8
15214;11031;140003065X;8
34533;36907;034540047X;10
50820;60263;055325121X;10
33177;20784;155166710X;7
29023;14698;1570425213;8
34057;22409;037379004X;10
52842;133886;1400031834;4
31630;93047;006057898X;6
58509;98391;074341795X;9
5177;134171;1558745157;10
50095;57986;156865099X;5
59786;151098;082174562X;10
39023;74702;1550373889;6
5131;55492;1558745157;9
49135;55490;325770044X;8
27526;12824;1569312273;10
54968;81443;1560762608;6
10404;70480;1931561648;10
1212;152036;1558743669;10
59916;101851;1555601561;9
20650;51990;039914675X;1
5402;6239;034543479X;3
57948;95359;1930009062;10
61270;110109;023111088X;9
56677;89290;013316456X;10
3776;77359;1400031346;9
11518;93047;006101351X;8
52732;104604;037571894X;9
63401;125203;2013216483;5
59206;136313;155513338X;9
54764;79945;1586648713;10
40552;32627;158685142X;9
49887;56959;1574323539;10
52196;68760;087156419X;10
11712;104808;080213825X;2
50172;58551;B0001FZGBC;7
43146;36715;1567314015;7
49688;72530;1568654294;10
16783;3373;006028871X;7
15228;37145;140003065X;8
19529;79751;080411109X;7
17005;83377;067088300X;7
29316;36299;052594673X;6
45957;113519;1573220426;10
19434;60244;067187893X;10
28783;26196;034532532X;9
43920;37790;1555911447;10
18050;4438;038078520X;4
35763;25583;051512723X;9
37027;69963;1582431795;8
24228;31315;042510687X;8
35309;24838;156282788X;10
21322;89602;076791404X;8
25344;42162;1591824141;7
22692;46137;039914840X;10
22121;7346;044040407X;8
2619;29944;080410753X;9
3301;127637;042516098X;8
2806;20703;1400031354;8
45050;146113;1551664674;7
58826;98391;159080340X;10
29793;42957;1573220221;10
14794;2731;1888604182;3
46311;45683;078688987X;8
107;123645;038550120X;8
4326;35134;067976402X;9
65940;143253;067987349X;10
59665;100906;037571944X;7
13475;35857;089480829X;10
14315;2110;059046678X;10
13572;6575;037542217X;9
53965;98391;074343787X;9
27788;74689;1887317031;6
27103;131154;044098761X;10
13366;7134;1931520038;8
44958;40889;1892141019;8
53297;73157;1886910022;6
42600;122429;1561483516;8
29595;91838;1573225797;8
60013;101851;1591827663;10
39405;31139;038541627X;9
24609;9357;006097673X;10
8870;138439;051512608X;8
37333;122355;096970660X;10
16707;124079;1580082319;9
9465;115362;068416325X;10
8516;86051;044021145X;9
44835;98391;1557045909;8
29480;59499;1400033543;8
43483;36836;1840461543;9
34844;23768;1885222599;7
34446;113248;1551668866;2
57342;138196;1591605296;10
27464;33836;088730866X;6
59;35288;038550120X;9
2322;18963;039304016X;7
41890;114988;045121157X;5
40148;92547;1562926160;9
59437;106768;1580631606;8
544;13080;081297106X;9
63159;123977;1857029763;6
55396;83110;1576730530;8
1632;139548;044023722X;8
59985;101851;1565044134;8
38611;30072;1561565768;10
3772;64436;1400031346;7
27688;36606;067084943X;5
46984;98391;044653062X;9
16467;105517;1558745629;7
23266;119517;1551665301;8
4917;277954;3822800740;10
48987;55180;034535947X;6
24287;39219;1551662779;7
64687;133310;094427658X;5
56985;92594;031286941X;7
58855;98391;1592799698;8
66499;148258;1569246459;5
20008;44531;067940712X;8
66468;148199;1594200041;8
56011;87141;1557553262;5
46660;110440;059042520X;6
62462;116183;1561582298;10
59895;101851;048623004X;10
15854;3373;006109157X;7
53175;72025;1892494086;9
34242;112559;037322446X;5
59991;101851;1565924940;7
52978;70649;1879181258;8
46460;46461;019504360X;6
57387;101381;1564767868;7
64609;132371;1564743861;10
29829;23768;1586210629;8
15611;3071;1558214291;5
58769;98391;1590520661;8
29535;102642;006441034X;4
42597;68185;1561483516;8
63086;123461;1400041007;7
12055;38559;055356160X;9
4153;39428;014034893X;8
22787;22503;076790382X;7
59483;99268;1883929083;10
32596;19711;2894293798;8
22800;89602;076790382X;5
25337;139524;159182396X;7
44954;48662;156305339X;5
14763;27673;039914210X;8
16762;62891;1891105035;8
58873;98391;1594140618;10
31667;144120;1878067613;8
55321;82893;1562450662;7
45581;43021;1567314309;7
28180;111174;051511992X;8
47725;51803;081257995X;9
55765;85801;059527840X;10
59728;100906;1877930865;8
8996;17859;055356451X;10
19393;69697;042519485X;8
44783;40466;1574231324;8
5406;23699;034543479X;10
60145;102705;155861401X;8
38259;29259;1557041113;5
47339;50458;1560233826;8
47105;49404;1556617321;8
62254;114919;1400052408;7
56054;87141;1565923014;5
20689;52449;052594527X;8
54067;76483;1840723041;10
31273;123095;1878424114;9
6029;69078;068484477X;8
58011;95932;1557830975;6
60652;113270;067978117X;10
56776;90311;1556611587;10
15833;72458;1853260401;10
13662;98723;1558532161;8
28639;98391;1551669382;8
17684;146803;1551668653;9
31521;41123;055358443X;4
25536;76151;051513452X;10
46813;48179;1878044494;8
38819;58224;1551666596;9
47024;128085;044100864X;10
28649;14422;1573220604;8
53880;103624;037324570X;4
50823;60263;088404999X;10
33320;76173;045120915X;7
22463;7620;051759675X;7
34105;128208;1401351964;5
1375;24220;044023722X;9
64914;135181;1567510817;4
15861;76102;006109157X;7
42701;88412;1559701331;8
30288;16718;067173590X;10
21206;6967;1573229105;9
2418;74453;043936213X;10
29534;49889;006441034X;9
66699;150051;2264027568;5
2678;95360;080410753X;8
4943;19969;034540288X;3
63547;126240;1841953725;5
61753;112083;4766111478;8
51936;67547;1564559246;7
33639;23665;1881273156;5
35778;109574;038067033X;8
8423;28634;044021145X;10
3338;13552;044022165X;8
43981;37950;080504874X;7
37632;149691;061815082X;6
57544;94347;091594345X;7
11524;95932;006101351X;9
7759;106692;034538184X;6
6163;76532;140003180X;7
26201;86641;055329010X;7
66189;145861;014015390X;9
32663;47316;038000321X;9
58895;98391;1594140987;8
51869;67085;1551539713;10
39915;107514;1581840047;9
13407;99251;038533656X;6
32330;113519;1558747435;9
6610;39227;042510107X;10
44828;98391;006000584X;9
3577;36722;014038572X;5
12823;107784;055321313X;9
32488;19664;038086777X;6
24117;93426;1592400876;8
25918;70594;1400047838;9
32875;20126;1551666510;8
6480;107784;059035342X;5
19787;104998;1573227749;9
27290;65837;1401088945;1
52619;123883;050552421X;5
18466;75591;069811695X;9
63139;123790;1858687381;4
39270;64418;044661209X;7
22330;142524;1580170951;7
27840;76122;2080701142;9
58553;98391;078625632X;10
19755;132199;1573221937;2
25258;10314;1573229350;8
55787;98391;1410401871;10
22551;37891;067087311X;3
14012;2024;1560238763;8
51193;62009;1584653396;7
13887;30980;038082101X;8
21802;7283;1572971967;8
1043;141710;042511774X;8
15771;3167;067150987X;6
48765;53617;1553691350;8
54789;80071;051758512X;8
1137;72028;1558743669;10
66934;152435;006097561X;9
11142;6242;038542017X;7
18147;121205;031242227X;10
33219;20961;1854592726;8
1113;43426;1558743669;5
53520;102978;076534775X;9
14837;138602;044048474X;10
62608;117630;074320073X;7
15937;147141;006447187X;9
28571;79285;060960225X;10
6351;30533;059035342X;9
47044;49109;1843094444;8
30271;16718;037541326X;10
21170;49460;078688939X;7
19208;105214;074341005X;8
39843;31556;059044686X;5
48850;54652;006016767X;7
39762;125878;185326041X;10
58224;97620;1880656108;10
63848;127384;037320129X;6
53103;71712;1553373863;10
3821;106282;006109174X;5
41417;35148;1593080344;10
1297;35859;039480029X;10
24516;12824;1591824095;10
65896;143175;1570423830;8
3046;114988;1400034779;7
45489;42718;1858333857;10
12409;104636;1558747028;9
20492;123825;034536676X;7
14905;95926;1561794708;10
62537;116873;087113229X;10
14332;2110;1570420564;10
66193;145883;1570711518;6
34333;23511;1567310303;8
31203;16795;1573225207;6
44484;39281;003014051X;8
61162;109356;157197184X;7
58747;98391;1579549020;9
21965;73394;1551668440;8
51055;61524;014018371X;5
23312;51559;1588720020;7
58997;98391;1893896897;10
33364;124704;074322454X;10
51862;66933;1568655258;8
792;104399;067102423X;10
19200;84027;037570745X;8
53690;75083;1560984465;8
26005;53527;014006690X;9
21588;122793;081296814X;9
54577;78834;1879333112;10
9027;72636;055356451X;9
58497;98391;055358670X;10
3959;61575;067976397X;7
36105;25981;1855940027;5
33203;20961;038547802X;8
6956;16966;006093090X;6
58792;98391;1590580486;9
26143;144175;042512519X;9
37491;28177;014015275X;1
30730;51293;067168390X;10
31957;68383;084230021X;5
48833;54511;074322261X;5
1093;28177;1558743669;9
322;276862;1892213141;8
13194;4017;037570504X;10
10052;151470;1564026590;10
53500;73822;1586601091;10
56123;87147;1557500169;10
50174;73588;067172052X;6
49989;57108;1566191467;10
19566;136420;080411109X;10
45579;43021;1562291211;8
48767;98391;031286874X;9
48702;53301;034544812X;8
43576;127359;1410400913;9
62981;122429;1566470439;10
16982;36135;067088300X;10
31249;16795;1855381451;5
31270;111133;1878424114;7
41725;95359;009925672X;9
58896;98391;1594140995;5
51027;136667;1580050298;10
58570;98391;084395132X;8
53915;138543;044091017X;8
4621;77809;006019491X;10
39431;31541;068483751X;7
37260;143253;039914112X;10
48792;54206;006053544X;9
42933;109461;1573227218;8
24857;147847;1893010023;7
19124;111637;1400031362;8
20552;6575;038077514X;6
44170;136371;1880789086;7
25040;9965;1571430237;8
38095;29000;157143013X;9
5467;16795;038533558X;9
44895;40838;158234082X;8
51721;65465;087113280X;8
21762;7210;1859671438;8
42089;35859;088743973X;8
37856;107021;1575666065;9
34496;23699;1557483450;8
53438;73394;1570820538;10
66399;147847;1577781872;5
29086;100121;051513239X;5
65551;139913;091388006X;6
56793;90731;055326981x;8
34147;95250;1878448900;8
7183;51062;067988288X;5
1919;97694;038550926X;8
31005;149598;1551667193;7
29516;47504;080503885X;7
35299;24835;1560254971;8
32606;35859;076130715X;9
29065;14806;1588720004;8
62454;116160;1568840039;7
49398;55563;1883061229;8
52398;76499;8423918262;10
60945;107784;051700657X;5
37771;69697;037383568X;8
7234;6169;051513287X;7
20400;97754;015100692X;8
23563;54624;1400046610;6
24836;141086;078710339X;7
39649;68185;044100069X;8
27094;62716;044098761X;10
63994;128208;067174349X;10
25443;54193;157322930X;4
60598;105517;1573920452;8
3401;60130;044022165X;9
5126;44252;1558745157;10
41598;83637;045120848X;6
18954;5905;1932047247;9
63434;125203;2226078339;6
41066;136306;1557482640;8
20119;141511;039305747X;10
58858;98391;1592799949;9
37555;71884;044018066X;7
41985;144241;067167319X;7
18391;139359;044651862X;8
31149;16795;1563978679;5
49464;69355;038080560X;8
3399;59150;044022165X;8
55465;83637;1580170358;7
65468;139154;006251637X;7
42061;134922;081257558X;9
61082;108352;1590171136;7
30184;45557;1551666006;6
28587;55492;089577402X;6
29054;53174;1565123638;7
43378;91023;1558504338;6
42629;36326;000716226X;4
56476;88412;077108658X;9
65684;141902;067150245X;10
33476;21039;1558743766;10
24864;68694;1591299357;10
43148;105108;1573241385;10
13280;2354;014131088X;8
11672;16533;080213825X;2
219;98904;043935806X;5
35632;98391;1551666642;8
59066;98484;067144963X;5
52378;69078;1880559439;8
37116;27169;1551663023;8
55333;82893;1882770099;7
14661;127384;037329168X;7
6437;82407;059035342X;9
5112;23872;1558745157;10
61095;108379;1864501243;6
30764;102359;067974388X;10
5457;278007;1551669110;6
7502;11601;006109398X;6
9575;95574;080410526X;10
1920;98723;038550926X;7
52613;98391;042519325X;5
49619;107326;1563892057;9
12132;12538;067151699X;9
51601;143702;1573221716;8
45671;52199;067086661X;10
45563;54453;044100928X;7
212;94549;043935806X;10
48466;74758;067980112X;10
10595;150968;014028009X;7
6878;64498;014025448X;10
3472;117111;044022165X;7
65917;143175;1587882337;9
30254;16634;1585670499;8
58174;96989;1573248614;7
50872;83937;039332303X;6
22568;7886;1555835589;7
63678;127129;1555661785;7
25150;60244;157965116X;9
46558;47194;1568653123;7
60531;105186;1555841120;10
17553;60816;1573227226;6
52191;93047;059515686X;6
54706;79441;087994031X;8
56473;88402;1551669242;8
47271;121865;1570623449;8
44178;83595;1565926536;10
20005;8265;067940712X;9
19370;6251;038078047X;7
23958;43634;074321689X;8
3174;277427;1572304510;10
18980;5956;1931402213;5
46384;54392;1572973234;6
15427;18486;006099486X;9
32357;19365;1410716856;10
7801;55490;034538475X;7
53859;76168;1586482114;3
49936;56959;1931499276;10
59664;123544;034543529X;10
22227;94951;067174142X;8
15308;81368;1400032717;9
41617;98391;074345779X;8
5813;146029;039914739X;7
15470;138097;006099486X;8
11539;111124;006101351X;6
62572;117366;1585671878;8
10290;31556;1885222556;6
53183;72214;067931119X;8
48116;63854;1860464335;6
3378;46671;044022165X;8
25588;10750;1570753881;9
17491;8681;1400032806;10
2658;70052;080410753X;9
58462;98391;044100976X;9
793;106849;067102423X;10
64789;134599;1591821347;10
64131;129084;067166333X;7
65262;138138;1582431620;9
27112;102647;044100315X;7
61729;112083;1591820545;8
40623;42352;067177056X;6
23552;54547;1557739404;7
54350;77809;1860467067;7
19233;8245;1569471169;7
44521;39281;1860541909;5
37026;26774;1582431795;7
66936;152435;038518915X;9
25696;78783;1862044201;6
2035;70129;002542730X;7
37608;87351;1560252480;9
51149;112001;1551666723;10
1495;69354;044023722X;10
17517;79266;1401300901;8
21129;6894;1570624380;10
8937;93629;055327824X;9
32125;143965;038081403X;4
58587;98391;1401300626;9
54777;79961;1567403581;8
56767;90192;038547136X;7
31794;20961;038080297X;8
52480;114544;1593080247;7
26190;84897;044991089X;5
8430;30531;044021145X;10
4227;123981;055357227X;9
39102;30735;1573240109;8
65434;138883;1556616767;10
46581;47279;031227307X;7
51458;63956;1567182674;10
27796;138844;1887317090;7
44215;38273;1574881566;5
53788;124310;1885211317;8
50903;117543;067102437X;7
57092;93039;1568840683;7
5138;66323;1558745157;4
50045;57354;1889135054;10
185;69389;043935806X;8
61966;113519;1579545351;9
64082;129074;014013770X;8
34696;23768;1557739749;7
22157;127720;055321229X;7
53650;98741;1842550535;6
65190;137327;1576300390;5
65649;141373;1884910432;6
23639;86073;059042792X;4
63082;135265;1575666987;10
43682;107784;037311107X;5
4727;146803;038542471X;9
3598;100131;014038572X;9
49770;56917;006093817X;7
11781;74175;068484267X;9
46989;48975;1556114516;7
11798;101876;068484267X;10
30604;126196;042519471X;8
17298;123981;038079487X;10
25481;12112;037576092X;9
17833;4292;1562054376;7
66675;149907;1559212152;9
51289;62689;080213016X;6
44263;108005;007138331X;6
31532;110483;067165604X;8
46432;46398;1566260434;7
27599;151428;1591822408;4
40743;33203;014044114X;7
24330;110973;078670442X;9
4247;102456;088396631X;9
54689;79441;044039077x;9
41125;34256;1567185215;5
6395;56447;059035342X;7
29188;15208;067168857X;1
33191;88677;051512902X;8
47445;50849;1881527018;9
31320;129716;1582971242;10
47941;115003;014044131X;6
16613;112985;1565122968;8
42384;139991;1592230202;9
45244;41718;044661128X;5
61633;111578;158485135X;5
31589;16966;1896182178;9
7817;76888;034538475X;7
8751;89602;044661095X;5
43333;36836;080411059X;10
66066;144655;1590560469;10
4731;277928;1573220310;10
42183;35859;1558504362;10
49822;56959;067125376X;10
65397;138844;1568840756;7
46964;48911;157322989X;7
40877;33580;1892213621;8
47777;71568;037322592X;7
11171;87337;038542017X;10
35714;25409;1852427159;8
15670;94347;1583940634;10
4922;61854;1551668904;10
34783;101422;1573221465;7
23516;88677;1551669455;7
53076;71521;B0000AA9JB;8
62734;119590;1570610959;7
5521;67627;1551669609;10
60070;102034;1578590701;8
13773;114368;037325928X;5
64658;132836;1559941987;7
44200;38273;076153170X;10
28422;14087;1573441244;10
42683;36554;039454921X;8
2587;150067;070434100X;10
16080;94513;044022831X;7
30756;16795;067974388X;8
23344;21014;1400030382;8
20493;128008;034536676X;8
32592;88733;1886411077;8
6353;30735;059035342X;10
29814;78975;1573229083;7
49403;55631;1588180816;8
56847;91423;1565791193;8
55682;85526;1570611335;9
18082;21356;031242227X;6
19783;120828;1573226254;7
54771;79961;037321748X;8
30954;114368;1551666758;5
12159;102702;080411952X;10
58226;97729;014028334X;9
34097;36609;1401351964;7
5673;16795;1558745017;7
24871;74185;039308700X;10
35110;122793;044922290X;8
47097;49282;1577312333;9
6326;21870;059035342X;9
52110;68387;1567313256;7
10998;133225;1853262404;6
4440;100815;067976402X;5
63306;124363;1871592658;8
52430;69211;038076783X;6
15938;3363;006621016X;8
51175;110912;055324504X;10
65279;138382;1569750254;7
47141;122429;1590300475;6
7315;124989;051513287X;10
64659;132836;1559947586;10
33659;93092;1558749780;10
24505;38023;1591820073;10
44537;39353;1550749668;5
48804;99946;1582342644;9
32156;24835;1582340986;5
50631;60244;039951936X;8
1532;90049;044023722X;5
21895;9227;034538430X;2
3134;277427;1562923668;10
24459;91937;044021680X;4
39507;110373;039914496X;7
56655;88937;081290818X;5
14986;2766;1570824304;7
28130;59172;038531292X;10
37629;30533;061815082X;9
34489;109972;1931561176;5
21754;114919;074320395X;3
11875;55441;1573225789;9
24629;15894;1584650028;9
1409;33981;044023722X;5
57254;93047;1860465153;7
25473;105234;042517025X;8
